Price,Close,High,Low,Open,Volume
Ticker,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
Date,,,,,
2007-10-05,32.926048278808594,35.83898959582677,27.214720352265637,29.39124425728372,855215656
2007-10-08,31.240467071533203,34.03885328126264,31.04408823520686,34.03885328126264,126671715
2007-10-09,33.367889404296875,33.66245539111974,29.571248798459777,31.25682502678703,116725709
2007-10-10,33.6788330078125,34.36615685519559,33.384266913004,34.235236864463246,67931378
2007-10-11,37.442726135253906,39.275587351859926,33.38425058085375,39.275587351859926,106320954
2007-10-12,37.197261810302734,38.58827218191358,36.32992681938236,36.657223377408435,99410791
2007-10-15,37.688209533691406,38.19552190103053,37.360912950599335,37.96641251716847,41814972
2007-10-16,41.533939361572266,42.18853688782811,37.47546310994436,37.7372985690519,138614496
2007-10-17,44.774169921875,45.82151599236088,34.72616400944249,37.3118075283554,204876259
2007-10-18,43.203155517578125,48.91448236033723,41.353930810647626,45.494231475711715,146617799
2007-10-19,43.05586624145508,44.80690340936383,40.91207149671416,42.22125750049747,110266491
2007-10-22,42.48310470581055,43.80865398799672,41.075726845005164,42.18853869190736,72253405
2007-10-23,45.51060104370117,45.91972176917462,43.53045406886327,43.53045406886327,74594921
2007-10-24,44.806907653808594,46.967065652525925,44.299595365740416,46.4761164153579,63055170
2007-10-25,44.70871353149414,45.75606415088471,39.48833236301293,43.28497280924989,34522489
2007-10-26,46.050628662109375,46.78704579443229,44.266860943674466,45.49422283087933,62370025
2007-10-29,46.98341369628906,48.11258814653962,46.57429316203044,46.80340243691203,43657697
2007-10-30,48.03077697753906,49.32359555049234,46.21427865258302,47.62165633307731,79921711
2007-10-31,49.02903366088867,50.10911491583812,48.112605116607455,48.2762533880322,44655368
2007-11-01,47.93258285522461,50.616415918381925,47.539829720605425,50.24002583298913,50632492
2007-11-02,48.7999267578125,49.09449721257653,45.82152718034314,46.197921774931906,32001693
2007-11-05,49.79819107055664,50.89463558933718,48.472637151704596,48.7672076487235,38833135
2007-11-06,50.452789306640625,53.64393153530338,49.76546547723353,50.66553123403585,81880281
2007-11-07,49.716346740722656,52.105609220912136,48.6035396189802,51.38555964295762,33593141
2007-11-08,48.865386962890625,50.19094066765898,47.78531011240703,48.43990321918342,27990521
2007-11-12,50.043663024902344,50.927365628635044,46.09973629549592,47.39255965294853,35153735
2007-11-13,51.238285064697266,52.269268281584395,49.27450581758142,50.89462547214938,43830531
2007-11-14,50.56733703613281,52.85841319165904,50.305497097669026,52.138358909938844,36738579
2007-11-15,51.41829299926758,52.31835835052569,50.45276657403904,51.516480170980444,29242252
2007-11-16,51.058265686035156,52.220166448206584,50.46912934131674,51.18918339400278,18895294
2007-11-19,52.907508850097656,54.82219488522922,51.82743182476412,52.22018508886525,40716718
2007-11-20,52.08925247192383,54.16758621724637,51.45102249589996,52.69475190880028,26342171
2007-11-21,48.03077697753906,52.71111537448427,46.86887168372182,52.4001863482392,26814499
2007-11-22,46.37792205810547,49.454512533965904,44.36504958579784,47.523459742747185,34096185
2007-11-23,49.45452117919922,49.74908717603788,46.67249616235307,49.421790637496386,27664090
2007-11-26,49.84726333618164,51.28736689937889,49.45451024035099,51.28736689937889,20159123
2007-11-27,48.61992263793945,50.6982569856267,48.11261467147192,50.6982569856267,20573198
2007-11-28,47.89986801147461,49.912745687964666,47.57257140576817,49.683636288272425,16435311
2007-11-29,46.6070442199707,49.35633453322262,46.001544674736664,49.094499051672486,25530967
2007-11-30,48.40717697143555,48.70174300777469,46.80342460537221,47.45801777023431,18437721
2007-12-03,49.09449768066406,49.69999720898898,48.61991588945822,48.99630604839196,16851227
2007-12-04,48.456260681152344,49.83090782249839,48.09623362610999,49.421787177960056,14008727
2007-12-05,50.38732147216797,50.567337263027824,48.43990939477916,48.53809659761603,27725290
2007-12-06,49.45452117919922,52.25290480803165,48.81629115334593,51.48375705461045,24104710
2007-12-07,49.24178695678711,50.46914927739031,48.35808874949951,49.76546243476004,11742386
2007-12-10,49.2908821105957,49.89637726852485,48.65265196560998,49.71636591442336,8330010
2007-12-11,49.06177520751953,50.010934506829685,48.81630274532323,49.73273149515831,11685950
2007-12-12,49.02903366088867,49.4708848815842,48.112605116607455,48.43990165945696,16342131
2007-12-13,48.21080780029297,49.74910382184161,48.0307964195616,49.09451052573493,14620172
2007-12-14,47.736209869384766,48.48899457089456,47.49073746570093,48.04714335641498,10991851
2007-12-17,44.85600662231445,48.27625756684768,44.18504598784823,48.01441764635701,19355678
2007-12-18,44.65963363647461,46.14883145454313,43.26862302691269,44.34870007746299,21607783
2007-12-19,43.84138488769531,46.492487912844794,43.46499473135938,46.09973026495461,19526912
2007-12-20,43.39952850341797,44.774175668977605,43.20314970273186,44.41414860759359,17105204
2007-12-24,44.725093841552734,45.42878065977842,43.69410597660617,44.054133132679226,16711519
2007-12-26,46.0833740234375,46.63978003364081,44.97056644227524,44.97056644227524,20930094
2007-12-27,46.4106559753418,47.68711145766182,46.017898393438884,47.03251844731894,44565277
2007-12-28,46.77069854736328,46.967077403515084,45.82153481583695,46.31247973659425,18354518
2007-12-31,47.11434555053711,47.392548485359704,46.54157663029662,47.13071304037564,11982308
2008-01-01,47.981693267822266,48.423544583549756,46.91797927478117,47.359830590508665,16687746
2008-01-02,47.7198486328125,48.3417111912771,47.016161936675104,47.981684097668044,13437280
2008-01-03,49.683631896972656,49.88001073088839,46.852517395689574,47.42528640505151,31815218
2008-01-04,49.42178726196289,51.05826984289778,49.094490745775914,50.40367681052382,28011310
2008-01-07,49.01266860961914,50.141838972831216,48.48899327457835,49.11085579277035,15858063
2008-01-08,47.34345245361328,49.7490826824535,46.77068356290099,49.06175912575014,13282666
2008-01-09,46.5906867980957,47.60530727708233,46.47613208544087,47.39256534743469,13113527
2008-01-10,45.47787094116211,48.11261110244267,45.16693741107351,46.80342476816483,18023003
2008-01-11,46.165191650390625,46.60704289730553,44.34869306623906,46.09973056223888,11629440
2008-01-14,46.868865966796875,47.359810680267,45.510586480711375,46.24700355091656,10264240
2008-01-15,45.445133209228516,47.818033064907134,45.06874308548678,47.62165869721115,11558334
2008-01-16,44.51233673095703,45.49422631593799,43.383166371774884,45.11783619621062,14834065
2008-01-17,45.706966400146484,46.72158638794366,43.72682000928175,44.67597892461098,16169395
2008-01-18,43.57954788208008,45.37967889963239,43.20315329974248,45.33058086594066,13254156
2008-01-21,36.16627883911133,43.20315489479833,31.502300629092268,43.20315489479833,33202389
2008-01-22,32.533294677734375,34.36615678739144,25.840076475969383,32.59875356316018,58755707
2008-01-23,36.16627883911133,37.55728922221225,33.05696151217986,33.05696151217986,28425991
2008-01-24,36.24809646606445,38.81737489398069,34.52978983098737,38.113688302702464,29911930
2008-01-25,38.11370086669922,38.29371222639762,36.57540502488889,37.96641561658643,12550722
2008-01-28,38.522823333740234,38.81738940775706,34.52980274164012,37.5900270666498,13601109
2008-01-29,37.88458251953125,39.17740559874587,37.31181358759321,38.6209997177373,7679877
2008-01-30,35.78988265991211,38.130051787510055,35.315300951012475,37.96640353468163,9016102
2008-01-31,33.44972229003906,36.26447405026644,33.05696679828279,36.16628462242182,41538563
2008-02-01,34.61161422729492,34.85708660565527,33.711548839973645,34.02248007530579,9089201
2008-02-04,36.3953857421875,36.82087171219021,35.266213059211644,35.266213059211644,12009385
2008-02-05,37.52455139160156,38.015496137362106,35.67532707041874,36.46083777578704,14593303
2008-02-06,37.197261810302734,37.63911305148668,35.11892999861022,36.4935750983954,12429218
2008-02-07,35.44622039794922,37.95003996358981,35.217113291062084,36.68994754627839,11300078
2008-02-08,34.5297966003418,35.96990060326232,33.89156652078063,35.67533458163554,13514197
