Price,Close,High,Low,Open,Volume
Ticker,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
Date,,,,,
2000-01-03,11.480311393737793,11.480311393737793,10.832633283702325,10.832633283702325,62409578
2000-01-04,12.399375915527344,12.399375915527344,11.462067504728655,11.785906002414126,132872110
2000-01-05,12.885136604309082,13.131436900478205,11.706089160083932,11.706089160083932,375789847
2000-01-06,13.425625801086426,13.715257235237281,13.18160746788781,13.18160746788781,219621124
2000-01-07,14.346973419189453,14.499771673452479,13.364054082078928,13.455276647684146,278281260
2000-01-10,14.071022987365723,14.536256137432641,13.925068134304357,14.476962397177793,187897934
2000-01-11,13.158802032470703,14.182771658210704,12.946710059623017,14.045938441749286,175675797
2000-01-12,13.760868072509766,13.911384363056525,12.869171472531024,13.181607633588747,169586471
2000-01-13,14.223821640014648,14.431353410001519,13.870336218347404,13.95699734121821,239139851
2000-01-14,14.426795959472656,14.670815600563717,14.116640404471827,14.116640404471827,188507616
2000-01-17,14.082430839538574,14.727827340422706,14.004891348502875,14.515736535037002,150255809
2000-01-18,14.331008911132812,14.547662341399466,13.93647300968005,14.093831470663758,141210936
2000-01-19,14.577308654785156,14.819047518569636,14.422230916099478,14.72554424477962,160790093
2000-01-20,14.269431114196777,14.819044632066653,14.16452549801992,14.595550323327064,216069957
2000-01-21,14.885181427001953,14.978684688298276,14.230662252921164,14.262589839218107,239994540
2000-01-24,14.87606143951416,15.136044809046393,14.68677539823176,14.846413347507548,184344232
2000-01-25,14.593270301818848,14.837289845912075,14.515732053055928,14.825886266438749,136584272
2000-01-26,14.593270301818848,14.593270301818848,14.593270301818848,14.593270301818848,0
2000-01-27,15.27743911743164,15.361818304175241,14.71870265270397,15.006052173184084,210269961
2000-01-28,15.432514190673828,15.59443405566108,15.12463947210458,15.320767639155083,164331247
2000-01-31,14.96728229522705,15.325330357317592,14.894304253145062,15.254633031342072,142723553
2000-02-01,15.236385345458984,15.391463043398375,14.960438247385492,15.08814857608205,149956451
2000-02-02,15.514616966247559,15.822492964551797,15.441640134067388,15.640047838272885,139355731
2000-02-03,15.583033561706543,15.66741519394684,15.343575399848312,15.598998576273058,94831223
2000-02-04,15.697063446044922,15.843018341321983,15.585316862603431,15.690222514676709,99528064
2000-02-07,15.671974182128906,15.938799701178297,15.418832960208686,15.557946901038221,114747088
2000-02-08,15.617241859436035,15.822491696299457,15.55566617737823,15.758635298054553,90057597
2000-02-09,15.98213005065918,16.175976296717113,15.72670690734743,15.918273655665624,160165902
2000-02-10,16.22614860534668,16.593318312570826,15.73126854314457,15.90915221567102,151143675
2000-02-11,16.570514678955078,17.05855387919393,16.422279076747625,16.602443490480017,114214724
2000-02-14,16.059667587280273,16.461045576204906,15.963883608238705,16.374384461039288,71806185
2000-02-15,15.706180572509766,16.164571539921756,15.601274958774095,16.055104494719913,113776526
2000-02-16,15.879504203796387,16.13720684946776,15.649168933136082,15.963884608278937,110304203
2000-02-17,16.171409606933594,16.274034479043028,15.849850699659436,15.858972341959259,107425289
2000-02-18,15.938799858093262,16.32649481061472,15.87266396130969,16.27860220685372,70451511
2000-02-21,15.765477180480957,16.05510741972138,15.583032071905771,15.89090804033499,41234633
2000-02-22,15.250072479248047,15.827052264220958,15.165692070095167,15.781441594453039,100723088
2000-02-23,15.042537689208984,15.722143422026571,14.92851043770608,15.722143422026571,67665446
2000-02-24,15.359539985656738,15.539703171947163,15.019736404808631,15.183937013640916,79319185
2000-02-25,14.987805366516113,15.640043782582707,14.87377810590926,15.57162718255238,54786600
2000-02-28,15.1930570602417,15.382343091806604,14.1394405574552,14.816765713174641,70386208
2000-02-29,14.17821216583252,15.637768298878255,13.977523745787858,15.411993217162314,139625441
2000-03-01,14.449596405029297,15.044821890334825,13.637719944507026,14.36749671619341,150769883
2000-03-02,13.307039260864258,14.68677505049555,13.295635680235064,14.543099681217823,175562684
2000-03-03,12.24429988861084,13.049335421052293,12.244299888610838,13.049335421052293,64935300
2000-03-06,11.58293628692627,12.946708023263243,11.265939953871559,12.244297541353182,146075956
2000-03-07,11.051569938659668,11.813275555552071,10.946664301702551,11.722052997691247,133888438
2000-03-08,10.625105857849121,11.425579950393825,10.490553354092587,11.261380573888182,101621246
2000-03-09,10.549847602844238,11.056131271494902,10.223728332053602,10.7596588748676,77665531
2000-03-10,9.890766143798828,10.709485281037868,9.788141238302192,10.672996263306022,92389443
2000-03-13,9.26817512512207,10.467747087054146,9.135903341571813,10.029880675217447,150763063
2000-03-14,9.997952461242676,10.011635538282162,8.992227414707692,9.37308016590507,141532996
2000-03-15,10.79842758178711,10.79842758178711,9.851996841090076,10.2168858160375,79982280
2000-03-16,10.711766242980957,11.302430251294336,10.495112847513106,10.923856988213599,147946692
2000-03-17,10.711766242980957,10.711766242980957,10.711766242980957,10.711766242980957,0
2000-03-20,10.711766242980957,10.711766242980957,10.711766242980957,10.711766242980957,0
2000-03-21,10.850881576538086,11.074375930513389,10.381086924440996,10.891930814004166,95762643
2000-03-22,11.1017427444458,11.334359977149614,11.00139853360549,11.174720795359264,69064318
2000-03-23,10.989995956420898,11.211209602912806,10.880528882178327,11.186122941524618,60024739
2000-03-24,10.974031448364258,11.081216580982886,10.839478939794958,10.910175050033557,36941526
2000-03-27,11.852043151855469,11.852043151855469,11.083496743548652,11.083496743548652,58001578
2000-03-28,12.800756454467773,12.800756454467773,12.000281084887563,12.000281084887563,98405624
2000-03-29,12.374293327331543,13.22265888993437,12.269387685594275,12.990042879703996,143934962
2000-03-30,13.36405086517334,13.36405086517334,11.781346129140958,12.269385214737067,240432206
2000-03-31,14.433629989624023,14.433629989624023,12.775667846092281,13.546493713064173,275945423
2000-04-03,14.987805366516113,15.220422537617871,14.508889166303824,14.944475421718076,299036394
2000-04-04,13.79051399230957,14.869217045966701,13.79051399230957,14.869217045966701,189486468
2000-04-05,13.785956382751465,14.230664378055726,12.691289329825024,13.838407983549898,352720260
2000-04-06,15.22547435760498,15.239478828173612,14.123768557076351,14.14477588640319,227418526
2000-04-07,16.443889617919922,16.443889617919922,15.39586841334486,15.39586841334486,163657523
2000-04-10,17.018083572387695,17.739327092938723,16.782336807995396,17.267834811102244,309647520
2000-04-11,16.513906478881836,16.758989035659713,16.175458722920343,16.71230581259412,136676715
2000-04-12,15.77632999420166,16.805678168581167,15.610608097893044,16.66563093363953,241770257
2000-04-13,14.515902519226074,15.456552628434258,14.515902519226074,15.456552628434258,3153974
2000-04-14,14.515902519226074,14.515902519226074,14.515902519226074,14.515902519226074,0
2000-04-17,13.930042266845703,14.042080571555806,13.35584751389181,13.35584751389181,223113571
2000-04-18,14.007063865661621,14.420202631975917,13.724633915299771,13.869349696608994,122899571
2000-04-19,14.697965621948242,15.127444476624312,14.14944811322136,14.364187540559396,228183965
2000-04-20,15.766990661621094,15.874360351297184,14.436540972339882,14.611599977910064,271517327
2000-04-21,15.766990661621094,15.766990661621096,15.766990661621096,15.766990661621096,0
2000-04-24,15.729646682739258,16.833686955943318,15.078426845332304,16.152122639074765,246733265
2000-04-25,15.500903129577637,15.848686908361694,14.548581492691936,15.04574964445321,221403241
2000-04-26,16.709976196289062,16.74265371095956,15.872026011747803,15.872026011747803,238053151
2000-04-27,16.135786056518555,17.085773514783078,15.792669565144456,16.84302512802691,413796521
2000-04-28,16.107770919799805,16.42754566567672,15.886028706976052,16.222142208361827,188028343
2000-05-01,16.107770919799805,16.107770919799805,16.107770919799805,16.107770919799805,0
2000-05-02,15.36552619934082,16.555929098976836,15.183465518275181,16.24549135344251,230017702
2000-05-03,15.311838150024414,15.584929716038026,14.434207537140873,15.26515491448773,192704191
2000-05-04,15.741316795349121,16.009741054265387,15.451886450605139,15.451886450605139,158631859
2000-05-05,15.654952049255371,15.944383597032317,15.316504230404272,15.802002109425633,156073814
2000-05-08,15.125106811523438,15.731978862197153,15.04574731089875,15.45188445325477,82504670
2000-05-09,15.328179359436035,15.491568216045373,14.8636886979537,15.008404506752026,85940035
2000-05-10,15.183463096618652,15.633948023561159,15.092432147130502,15.405204129927272,93165917
2000-05-11,14.786662101745605,15.127443010677384,14.658285065764847,15.127443010677384,90033846
2000-05-12,14.746979713439941,15.055083061472375,14.625605553886453,14.919704430998834,57913070
2000-05-15,14.915037155151367,15.15778549536389,14.308165057672136,14.567253403484507,81188494
2000-05-16,14.81700325012207,15.027074053846668,14.704964989356496,14.938377409144207,43882418
2000-05-17,14.884695053100586,15.330512637434232,14.763320873790256,14.980393325754875,109270328
2000-05-18,14.476223945617676,14.926708868325775,14.336176716013245,14.845015066705876,75382294
2000-05-19,14.732975006103516,14.89402828952147,14.343176631221437,14.378187184485858,111574963
2000-05-22,14.58592414855957,14.793660652195488,14.424869627003762,14.611598802271926,43662227
2000-05-23,14.693294525146484,14.751646693771958,14.40152869422797,14.578921980256629,58389850
2000-05-24,14.599930763244629,14.84034606129656,14.471553734980857,14.641945426152166,56605367
2000-05-25,14.602264404296875,14.835676832564483,14.52290365496779,14.578922787385759,36653287
2000-05-26,14.772653579711914,14.845011463705452,14.518235089588982,14.69562837029293,49082689
2000-05-29,15.846352577209473,16.219812261656777,14.845014663355318,14.86835628330453,165326988
2000-05-30,16.049423217773438,16.145121498801146,15.736651218839551,15.907041692731509,79692753
2000-05-31,16.054092407226562,16.656296053129402,15.970063063557756,16.385537467087175,118366163
2000-06-01,15.834683418273926,16.1474554099293,15.692301896545358,15.970062079478888,75363108
2000-06-02,15.7529878616333,16.152122187283698,15.596600636249827,16.012074967971422,81875438
2000-06-05,15.834683418273926,16.42521683981093,15.703972083803272,15.764659800830243,151857297
2000-06-06,15.816010475158691,16.005075241066297,15.689967713536324,15.7786643793485,54887782
2000-06-07,15.77632999420166,16.0774317987158,15.696970476310513,15.867360946303345,52545769
2000-06-08,15.911705017089844,16.10543704907475,15.790330867202064,15.867356074602313,64426688
2000-06-09,15.928043365478516,16.464891752157403,15.827676546339818,15.960720876502851,172161391
